
🚀 Запуск Эксперимента 4: Dynamic Leaky Log Decay...
C:\research\.venv\Lib\site-packages\recbole\data\dataset\dataset.py:648: ChainedAssignmentError: A value is being set on a copy of a DataFrame or Series through chained assignment using an inplace method.
Such inplace method never works to update the original DataFrame or Series, because the intermediate object on which we are setting values always behaves as a copy (due to Copy-on-Write).

For example, when doing 'df[col].method(value, inplace=True)', try using 'df.method({col: value}, inplace=True)' instead, to perform the operation inplace on the original object, or try to avoid an inplace operation using 'df[col] = df[col].method(value)'.

See the documentation for a more detailed explanation: https://pandas.pydata.org/pandas-docs/stable/user_guide/copy_on_write.html
  feat[field].fillna(value=0, inplace=True)
C:\research\.venv\Lib\site-packages\recbole\data\dataset\dataset.py:650: ChainedAssignmentError: A value is being set on a copy of a DataFrame or Series through chained assignment using an inplace method.
Such inplace method never works to update the original DataFrame or Series, because the intermediate object on which we are setting values always behaves as a copy (due to Copy-on-Write).

For example, when doing 'df[col].method(value, inplace=True)', try using 'df.method({col: value}, inplace=True)' instead, to perform the operation inplace on the original object, or try to avoid an inplace operation using 'df[col] = df[col].method(value)'.

See the documentation for a more detailed explanation: https://pandas.pydata.org/pandas-docs/stable/user_guide/copy_on_write.html
  feat[field].fillna(value=feat[field].mean(), inplace=True)
C:\research\.venv\Lib\site-packages\recbole\data\dataset\dataset.py:2136: UserWarning: The given NumPy array is not writable, and PyTorch does not support non-writable tensors. This means writing to this tensor will result in undefined behavior. You may want to copy the array to protect its data or make it writable before converting it to a tensor. This type of warning will be suppressed for the rest of this program. (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\pytorch\torch\csrc\utils\tensor_numpy.cpp:209.)
  new_data[k] = torch.LongTensor(value)
[Graph Rewiring] Строим семантические фантомные ребра. Находим близких Head-соседей для Tail-фильмов...
⚖️ АВТО-БАЛАНС: Вес BPR = 6.1389 | Вес Sem = 6.7531
   Сырые лоссы: BPR = 0.1664 | Sem = 0.1445
🏁 [Epoch 74] Завершена! Суммарный лосс: -293.0933 (BPR: 28.1282, Sem: 25.8975)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1499), ('recall@50', 0.329), ('ndcg@10', 0.1015), ('ndcg@50', 0.1547)])

⚖️ АВТО-БАЛАНС: Вес BPR = 6.1222 | Вес Sem = 6.7596
   Сырые лоссы: BPR = 0.1772 | Sem = 0.1525
   [Epoch 75] batch 50/172 | Loss: -1.6122 (BPR: 0.1865, Sem: 0.1433)

⚖️ АВТО-БАЛАНС: Вес BPR = 6.0845 | Вес Sem = 6.7710
   Сырые лоссы: BPR = 0.1735 | Sem = 0.1432

⚖️ АВТО-БАЛАНС: Вес BPR = 6.0605 | Вес Sem = 6.8285
   Сырые лоссы: BPR = 0.1560 | Sem = 0.1420
   [Epoch 75] batch 100/172 | Loss: -1.8074 (BPR: 0.1560, Sem: 0.1420)
   [Epoch 75] batch 150/172 | Loss: -1.6905 (BPR: 0.1684, Sem: 0.1482)
🏁 [Epoch 75] Завершена! Суммарный лосс: -295.2254 (BPR: 28.3688, Sem: 25.3606)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1524), ('recall@50', 0.3322), ('ndcg@10', 0.1035), ('ndcg@50', 0.1574)])
   [Epoch 76] batch 50/172 | Loss: -1.6534 (BPR: 0.1641, Sem: 0.1577)
   [Epoch 76] batch 100/172 | Loss: -1.7385 (BPR: 0.1654, Sem: 0.1436)
   [Epoch 76] batch 150/172 | Loss: -1.7752 (BPR: 0.1542, Sem: 0.1484)
🏁 [Epoch 76] Завершена! Суммарный лосс: -291.8857 (BPR: 27.9931, Sem: 26.2006)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1485), ('recall@50', 0.3305), ('ndcg@10', 0.1005), ('ndcg@50', 0.1548)])
   [Epoch 77] batch 50/172 | Loss: -1.6728 (BPR: 0.1576, Sem: 0.1610)
   [Epoch 77] batch 100/172 | Loss: -1.5907 (BPR: 0.1589, Sem: 0.1729)
   [Epoch 77] batch 150/172 | Loss: -1.4109 (BPR: 0.1933, Sem: 0.1683)
🏁 [Epoch 77] Завершена! Суммарный лосс: -277.1080 (BPR: 28.1803, Sem: 28.3566)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1504), ('recall@50', 0.332), ('ndcg@10', 0.1024), ('ndcg@50', 0.1567)])

⚖️ АВТО-БАЛАНС: Вес BPR = 6.1076 | Вес Sem = 6.1094
   Сырые лоссы: BPR = 0.1591 | Sem = 0.1564
   [Epoch 78] batch 50/172 | Loss: -1.6920 (BPR: 0.1591, Sem: 0.1564)

⚖️ АВТО-БАЛАНС: Вес BPR = 6.1152 | Вес Sem = 6.2272
   Сырые лоссы: BPR = 0.1315 | Sem = 0.1468
   [Epoch 78] batch 100/172 | Loss: -1.6282 (BPR: 0.1627, Sem: 0.1631)

⚖️ АВТО-БАЛАНС: Вес BPR = 6.0959 | Вес Sem = 6.3012
   Сырые лоссы: BPR = 0.1665 | Sem = 0.1556
   [Epoch 78] batch 150/172 | Loss: -1.8058 (BPR: 0.1413, Sem: 0.1555)
🏁 [Epoch 78] Завершена! Суммарный лосс: -283.8517 (BPR: 28.3559, Sem: 27.1003)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1518), ('recall@50', 0.3299), ('ndcg@10', 0.1042), ('ndcg@50', 0.1574)])

⚖️ АВТО-БАЛАНС: Вес BPR = 6.0924 | Вес Sem = 6.3398
   Сырые лоссы: BPR = 0.1674 | Sem = 0.1605
   [Epoch 79] batch 50/172 | Loss: -1.6395 (BPR: 0.1759, Sem: 0.1486)
   [Epoch 79] batch 100/172 | Loss: -1.5349 (BPR: 0.1889, Sem: 0.1526)

⚖️ АВТО-БАЛАНС: Вес BPR = 6.1503 | Вес Sem = 6.4866
   Сырые лоссы: BPR = 0.1366 | Sem = 0.1518
   [Epoch 79] batch 150/172 | Loss: -1.7597 (BPR: 0.1644, Sem: 0.1413)

⚖️ АВТО-БАЛАНС: Вес BPR = 6.1184 | Вес Sem = 6.6588
   Сырые лоссы: BPR = 0.1947 | Sem = 0.1464
🏁 [Epoch 79] Завершена! Суммарный лосс: -292.0571 (BPR: 27.8853, Sem: 26.2808)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1509), ('recall@50', 0.3371), ('ndcg@10', 0.1), ('ndcg@50', 0.1557)])
   [Epoch 80] batch 50/172 | Loss: -1.5262 (BPR: 0.1818, Sem: 0.1606)
   [Epoch 80] batch 100/172 | Loss: -1.5610 (BPR: 0.1893, Sem: 0.1479)
   [Epoch 80] batch 150/172 | Loss: -1.5667 (BPR: 0.1852, Sem: 0.1511)
🏁 [Epoch 80] Завершена! Суммарный лосс: -289.4885 (BPR: 27.9535, Sem: 26.6082)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1542), ('recall@50', 0.3373), ('ndcg@10', 0.1058), ('ndcg@50', 0.16)])
   [Epoch 81] batch 50/172 | Loss: -1.8237 (BPR: 0.1456, Sem: 0.1492)
   [Epoch 81] batch 100/172 | Loss: -1.6259 (BPR: 0.1633, Sem: 0.1628)

⚖️ АВТО-БАЛАНС: Вес BPR = 6.2004 | Вес Sem = 6.2850
   Сырые лоссы: BPR = 0.1607 | Sem = 0.1595
   [Epoch 81] batch 150/172 | Loss: -1.6387 (BPR: 0.1679, Sem: 0.1565)
🏁 [Epoch 81] Завершена! Суммарный лосс: -289.0374 (BPR: 27.5523, Sem: 27.0702)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1507), ('recall@50', 0.3346), ('ndcg@10', 0.1026), ('ndcg@50', 0.1576)])

⚖️ АВТО-БАЛАНС: Вес BPR = 6.1789 | Вес Sem = 6.1155
   Сырые лоссы: BPR = 0.1678 | Sem = 0.1616
   [Epoch 82] batch 50/172 | Loss: -1.4238 (BPR: 0.1846, Sem: 0.1745)
   [Epoch 82] batch 100/172 | Loss: -1.7580 (BPR: 0.1423, Sem: 0.1626)

⚖️ АВТО-БАЛАНС: Вес BPR = 6.1613 | Вес Sem = 6.0547
   Сырые лоссы: BPR = 0.1634 | Sem = 0.1600
   [Epoch 82] batch 150/172 | Loss: -1.5815 (BPR: 0.1787, Sem: 0.1549)
🏁 [Epoch 82] Завершена! Суммарный лосс: -283.6091 (BPR: 27.7856, Sem: 27.7101)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1549), ('recall@50', 0.3319), ('ndcg@10', 0.1057), ('ndcg@50', 0.1587)])
   [Epoch 83] batch 50/172 | Loss: -1.8393 (BPR: 0.1441, Sem: 0.1482)
   [Epoch 83] batch 100/172 | Loss: -1.8505 (BPR: 0.1389, Sem: 0.1517)
   [Epoch 83] batch 150/172 | Loss: -1.7497 (BPR: 0.1411, Sem: 0.1653)
🏁 [Epoch 83] Завершена! Суммарный лосс: -287.3980 (BPR: 27.6293, Sem: 27.2535)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1512), ('recall@50', 0.3345), ('ndcg@10', 0.0991), ('ndcg@50', 0.1544)])
   [Epoch 84] batch 50/172 | Loss: -1.5971 (BPR: 0.1722, Sem: 0.1587)

⚖️ АВТО-БАЛАНС: Вес BPR = 6.2109 | Вес Sem = 6.1457
   Сырые лоссы: BPR = 0.1388 | Sem = 0.1624

⚖️ АВТО-БАЛАНС: Вес BPR = 6.2140 | Вес Sem = 6.1816
   Сырые лоссы: BPR = 0.1642 | Sem = 0.1677
   [Epoch 84] batch 100/172 | Loss: -1.7197 (BPR: 0.1528, Sem: 0.1584)

⚖️ АВТО-БАЛАНС: Вес BPR = 6.2240 | Вес Sem = 6.3444
   Сырые лоссы: BPR = 0.1646 | Sem = 0.1596
   [Epoch 84] batch 150/172 | Loss: -1.7637 (BPR: 0.1432, Sem: 0.1610)
🏁 [Epoch 84] Завершена! Суммарный лосс: -287.6172 (BPR: 27.4937, Sem: 27.3540)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1539), ('recall@50', 0.3356), ('ndcg@10', 0.1043), ('ndcg@50', 0.159)])
   [Epoch 85] batch 50/172 | Loss: -1.6367 (BPR: 0.1721, Sem: 0.1523)
   [Epoch 85] batch 100/172 | Loss: -1.7285 (BPR: 0.1543, Sem: 0.1557)
   [Epoch 85] batch 150/172 | Loss: -1.5905 (BPR: 0.1802, Sem: 0.1520)
🏁 [Epoch 85] Завершена! Суммарный лосс: -286.2249 (BPR: 27.7705, Sem: 27.2958)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.154), ('recall@50', 0.3333), ('ndcg@10', 0.1057), ('ndcg@50', 0.1592)])
   [Epoch 86] batch 50/172 | Loss: -1.6620 (BPR: 0.1540, Sem: 0.1666)
   [Epoch 86] batch 100/172 | Loss: -1.5999 (BPR: 0.1661, Sem: 0.1642)
   [Epoch 86] batch 150/172 | Loss: -1.6666 (BPR: 0.1477, Sem: 0.1724)
🏁 [Epoch 86] Завершена! Суммарный лосс: -279.5978 (BPR: 27.2552, Sem: 28.8889)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1531), ('recall@50', 0.3326), ('ndcg@10', 0.1052), ('ndcg@50', 0.1589)])
   [Epoch 87] batch 50/172 | Loss: -1.5115 (BPR: 0.1731, Sem: 0.1717)

⚖️ АВТО-БАЛАНС: Вес BPR = 6.2800 | Вес Sem = 5.7293
   Сырые лоссы: BPR = 0.1633 | Sem = 0.1555
   [Epoch 87] batch 100/172 | Loss: -1.6185 (BPR: 0.1618, Sem: 0.1656)
   [Epoch 87] batch 150/172 | Loss: -1.4978 (BPR: 0.1800, Sem: 0.1668)
🏁 [Epoch 87] Завершена! Суммарный лосс: -277.9152 (BPR: 27.2805, Sem: 29.1586)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1512), ('recall@50', 0.3323), ('ndcg@10', 0.1025), ('ndcg@50', 0.1574)])

⚖️ АВТО-БАЛАНС: Вес BPR = 6.2968 | Вес Sem = 6.0267
   Сырые лоссы: BPR = 0.1435 | Sem = 0.1661
   [Epoch 88] batch 50/172 | Loss: -1.5750 (BPR: 0.1604, Sem: 0.1745)

⚖️ АВТО-БАЛАНС: Вес BPR = 6.3391 | Вес Sem = 5.7463
   Сырые лоссы: BPR = 0.1737 | Sem = 0.1583
   [Epoch 88] batch 100/172 | Loss: -1.5825 (BPR: 0.1644, Sem: 0.1689)

⚖️ АВТО-БАЛАНС: Вес BPR = 6.3158 | Вес Sem = 5.9944
   Сырые лоссы: BPR = 0.1616 | Sem = 0.1561
   [Epoch 88] batch 150/172 | Loss: -1.7558 (BPR: 0.1444, Sem: 0.1612)

⚖️ АВТО-БАЛАНС: Вес BPR = 6.3149 | Вес Sem = 6.0677
   Сырые лоссы: BPR = 0.1544 | Sem = 0.1773
🏁 [Epoch 88] Завершена! Суммарный лосс: -279.7148 (BPR: 27.1371, Sem: 29.0086)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.15), ('recall@50', 0.3346), ('ndcg@10', 0.1003), ('ndcg@50', 0.1558)])
   [Epoch 89] batch 50/172 | Loss: -1.6993 (BPR: 0.1532, Sem: 0.1613)

⚖️ АВТО-БАЛАНС: Вес BPR = 6.4027 | Вес Sem = 5.9795
   Сырые лоссы: BPR = 0.1271 | Sem = 0.1641
   [Epoch 89] batch 100/172 | Loss: -1.6920 (BPR: 0.1630, Sem: 0.1524)
   [Epoch 89] batch 150/172 | Loss: -1.5092 (BPR: 0.1886, Sem: 0.1559)
🏁 [Epoch 89] Завершена! Суммарный лосс: -290.5013 (BPR: 26.9598, Sem: 27.4403)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1522), ('recall@50', 0.3386), ('ndcg@10', 0.1012), ('ndcg@50', 0.1572)])
   [Epoch 90] batch 50/172 | Loss: -1.4961 (BPR: 0.1759, Sem: 0.1707)
   [Epoch 90] batch 100/172 | Loss: -1.6445 (BPR: 0.1599, Sem: 0.1635)
   [Epoch 90] batch 150/172 | Loss: -1.6658 (BPR: 0.1507, Sem: 0.1694)
🏁 [Epoch 90] Завершена! Суммарный лосс: -279.4233 (BPR: 27.5127, Sem: 28.6570)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1548), ('recall@50', 0.3376), ('ndcg@10', 0.1063), ('ndcg@50', 0.1608)])
   [Epoch 91] batch 50/172 | Loss: -1.7524 (BPR: 0.1360, Sem: 0.1703)
   [Epoch 91] batch 100/172 | Loss: -1.6635 (BPR: 0.1511, Sem: 0.1695)
   [Epoch 91] batch 150/172 | Loss: -1.8057 (BPR: 0.1290, Sem: 0.1687)
🏁 [Epoch 91] Завершена! Суммарный лосс: -280.7255 (BPR: 27.3427, Sem: 28.6252)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1532), ('recall@50', 0.3366), ('ndcg@10', 0.1054), ('ndcg@50', 0.1602)])
   [Epoch 92] batch 50/172 | Loss: -1.3545 (BPR: 0.1923, Sem: 0.1780)
   [Epoch 92] batch 100/172 | Loss: -1.4894 (BPR: 0.1773, Sem: 0.1708)
   [Epoch 92] batch 150/172 | Loss: -1.3213 (BPR: 0.1957, Sem: 0.1801)
🏁 [Epoch 92] Завершена! Суммарный лосс: -267.3933 (BPR: 27.3984, Sem: 30.8466)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1557), ('recall@50', 0.3341), ('ndcg@10', 0.1076), ('ndcg@50', 0.1607)])
   [Epoch 93] batch 50/172 | Loss: -1.6903 (BPR: 0.1563, Sem: 0.1591)
   [Epoch 93] batch 100/172 | Loss: -1.6752 (BPR: 0.1577, Sem: 0.1606)
   [Epoch 93] batch 150/172 | Loss: -1.7466 (BPR: 0.1493, Sem: 0.1575)

⚖️ АВТО-БАЛАНС: Вес BPR = 6.3853 | Вес Sem = 5.9879
   Сырые лоссы: BPR = 0.1656 | Sem = 0.1593
🏁 [Epoch 93] Завершена! Суммарный лосс: -284.4086 (BPR: 26.7377, Sem: 28.6404)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1548), ('recall@50', 0.3337), ('ndcg@10', 0.1057), ('ndcg@50', 0.1595)])

⚖️ АВТО-БАЛАНС: Вес BPR = 6.3923 | Вес Sem = 6.0695
   Сырые лоссы: BPR = 0.1710 | Sem = 0.1728
   [Epoch 94] batch 50/172 | Loss: -1.5766 (BPR: 0.1584, Sem: 0.1765)
   [Epoch 94] batch 100/172 | Loss: -1.7428 (BPR: 0.1434, Sem: 0.1644)

⚖️ АВТО-БАЛАНС: Вес BPR = 6.3974 | Вес Sem = 5.8451
   Сырые лоссы: BPR = 0.1379 | Sem = 0.1680
   [Epoch 94] batch 150/172 | Loss: -1.6860 (BPR: 0.1530, Sem: 0.1636)
🏁 [Epoch 94] Завершена! Суммарный лосс: -278.0279 (BPR: 26.9510, Sem: 29.4937)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1538), ('recall@50', 0.3356), ('ndcg@10', 0.1045), ('ndcg@50', 0.1589)])
   [Epoch 95] batch 50/172 | Loss: -1.6396 (BPR: 0.1556, Sem: 0.1687)

⚖️ АВТО-БАЛАНС: Вес BPR = 6.4134 | Вес Sem = 5.9894
   Сырые лоссы: BPR = 0.1658 | Sem = 0.1637
   [Epoch 95] batch 100/172 | Loss: -1.7008 (BPR: 0.1435, Sem: 0.1716)
   [Epoch 95] batch 150/172 | Loss: -1.5055 (BPR: 0.1737, Sem: 0.1717)
🏁 [Epoch 95] Завершена! Суммарный лосс: -283.5436 (BPR: 26.6936, Sem: 28.8455)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1519), ('recall@50', 0.3358), ('ndcg@10', 0.1013), ('ndcg@50', 0.1575)])

⚖️ АВТО-БАЛАНС: Вес BPR = 6.4426 | Вес Sem = 5.7725
   Сырые лоссы: BPR = 0.1880 | Sem = 0.1812
   [Epoch 96] batch 50/172 | Loss: -1.5849 (BPR: 0.1554, Sem: 0.1785)

⚖️ АВТО-БАЛАНС: Вес BPR = 6.4377 | Вес Sem = 5.7712
   Сырые лоссы: BPR = 0.1470 | Sem = 0.1664
   [Epoch 96] batch 100/172 | Loss: -1.8173 (BPR: 0.1351, Sem: 0.1609)
   [Epoch 96] batch 150/172 | Loss: -1.6560 (BPR: 0.1593, Sem: 0.1621)
🏁 [Epoch 96] Завершена! Суммарный лосс: -280.7259 (BPR: 26.8367, Sem: 29.1674)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1539), ('recall@50', 0.3373), ('ndcg@10', 0.1039), ('ndcg@50', 0.1592)])
   [Epoch 97] batch 50/172 | Loss: -1.6032 (BPR: 0.1498, Sem: 0.1817)
   [Epoch 97] batch 100/172 | Loss: -1.4414 (BPR: 0.1856, Sem: 0.1693)

⚖️ АВТО-БАЛАНС: Вес BPR = 6.4498 | Вес Sem = 5.7557
   Сырые лоссы: BPR = 0.1789 | Sem = 0.1824
   [Epoch 97] batch 150/172 | Loss: -1.5562 (BPR: 0.1713, Sem: 0.1657)
🏁 [Epoch 97] Завершена! Суммарный лосс: -274.8372 (BPR: 26.6052, Sem: 30.4223)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1557), ('recall@50', 0.3356), ('ndcg@10', 0.1058), ('ndcg@50', 0.1602)])
   [Epoch 98] batch 50/172 | Loss: -1.6991 (BPR: 0.1496, Sem: 0.1651)

⚖️ АВТО-БАЛАНС: Вес BPR = 6.4357 | Вес Sem = 5.8917
   Сырые лоссы: BPR = 0.1431 | Sem = 0.1726

⚖️ АВТО-БАЛАНС: Вес BPR = 6.4390 | Вес Sem = 5.9207
   Сырые лоссы: BPR = 0.1708 | Sem = 0.1569
   [Epoch 98] batch 100/172 | Loss: -1.8335 (BPR: 0.1327, Sem: 0.1611)

⚖️ АВТО-БАЛАНС: Вес BPR = 6.4766 | Вес Sem = 6.0002
   Сырые лоссы: BPR = 0.1685 | Sem = 0.1671
   [Epoch 98] batch 150/172 | Loss: -1.7210 (BPR: 0.1392, Sem: 0.1728)
🏁 [Epoch 98] Завершена! Суммарный лосс: -283.7866 (BPR: 26.5540, Sem: 28.9565)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1555), ('recall@50', 0.3362), ('ndcg@10', 0.1053), ('ndcg@50', 0.1599)])

⚖️ АВТО-БАЛАНС: Вес BPR = 6.4469 | Вес Sem = 5.7961
   Сырые лоссы: BPR = 0.1627 | Sem = 0.1836
   [Epoch 99] batch 50/172 | Loss: -1.5168 (BPR: 0.1430, Sem: 0.2048)

⚖️ АВТО-БАЛАНС: Вес BPR = 6.4683 | Вес Sem = 5.4328
   Сырые лоссы: BPR = 0.1383 | Sem = 0.1822
   [Epoch 99] batch 100/172 | Loss: -1.2957 (BPR: 0.1973, Sem: 0.1816)

⚖️ АВТО-БАЛАНС: Вес BPR = 6.4209 | Вес Sem = 5.4236
   Сырые лоссы: BPR = 0.1523 | Sem = 0.1774
   [Epoch 99] batch 150/172 | Loss: -1.6217 (BPR: 0.1549, Sem: 0.1723)
🏁 [Epoch 99] Завершена! Суммарный лосс: -267.4406 (BPR: 26.8252, Sem: 31.5026)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1538), ('recall@50', 0.3377), ('ndcg@10', 0.1032), ('ndcg@50', 0.1592)])
   [Epoch 100] batch 50/172 | Loss: -1.5330 (BPR: 0.1628, Sem: 0.1793)
   [Epoch 100] batch 100/172 | Loss: -1.5287 (BPR: 0.1563, Sem: 0.1876)
   [Epoch 100] batch 150/172 | Loss: -1.6285 (BPR: 0.1540, Sem: 0.1723)
🏁 [Epoch 100] Завершена! Суммарный лосс: -273.5585 (BPR: 26.3342, Sem: 30.9847)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1553), ('recall@50', 0.3376), ('ndcg@10', 0.1032), ('ndcg@50', 0.1588)])

⚖️ АВТО-БАЛАНС: Вес BPR = 6.5022 | Вес Sem = 5.6199
   Сырые лоссы: BPR = 0.1474 | Sem = 0.1754
   [Epoch 101] batch 50/172 | Loss: -1.6566 (BPR: 0.1417, Sem: 0.1815)
   [Epoch 101] batch 100/172 | Loss: -1.6512 (BPR: 0.1538, Sem: 0.1687)
   [Epoch 101] batch 150/172 | Loss: -1.7814 (BPR: 0.1337, Sem: 0.1691)

⚖️ АВТО-БАЛАНС: Вес BPR = 6.6097 | Вес Sem = 5.7851
   Сырые лоссы: BPR = 0.1670 | Sem = 0.1673
🏁 [Epoch 101] Завершена! Суммарный лосс: -281.7954 (BPR: 26.2113, Sem: 29.6769)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1565), ('recall@50', 0.3373), ('ndcg@10', 0.107), ('ndcg@50', 0.1611)])
   [Epoch 102] batch 50/172 | Loss: -1.5382 (BPR: 0.1600, Sem: 0.1812)
   [Epoch 102] batch 100/172 | Loss: -1.4675 (BPR: 0.1650, Sem: 0.1885)
   [Epoch 102] batch 150/172 | Loss: -1.5006 (BPR: 0.1699, Sem: 0.1767)
🏁 [Epoch 102] Завершена! Суммарный лосс: -274.9145 (BPR: 26.4777, Sem: 30.5730)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1557), ('recall@50', 0.3371), ('ndcg@10', 0.1054), ('ndcg@50', 0.1598)])
   [Epoch 103] batch 50/172 | Loss: -1.5652 (BPR: 0.1651, Sem: 0.1708)
   [Epoch 103] batch 100/172 | Loss: -1.6368 (BPR: 0.1443, Sem: 0.1821)
   [Epoch 103] batch 150/172 | Loss: -1.7213 (BPR: 0.1380, Sem: 0.1745)
🏁 [Epoch 103] Завершена! Суммарный лосс: -277.9972 (BPR: 26.1692, Sem: 30.3887)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1546), ('recall@50', 0.338), ('ndcg@10', 0.1033), ('ndcg@50', 0.159)])

🏁 Глобальные метрики (Dynamic Leaky Log):
OrderedDict([('recall@10', 0.1574), ('recall@50', 0.3348), ('ndcg@10', 0.1107), ('ndcg@50', 0.1631)])

📊 REPORT: Dynamic Leaky Log

==================================================
📊 СТРАТИФИЦИРОВАННЫЙ АНАЛИЗ (HEAD / TORSO / TAIL)
🎬 Распределение базы (4750 фильмов):
   - Head (Топ 20%): 950 элементов
   - Torso (Средние 30%): 1425 элементов
   - Tail (Редкие 50%): 2375 элементов

🔍 Оценка на выборке из 9643 пользователей...
C:\research\.venv\Lib\site-packages\recbole\utils\case_study.py:39: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.detach().clone() or sourceTensor.detach().clone().requires_grad_(True), rather than torch.tensor(sourceTensor).
  uid_series = torch.tensor(uid_series)

📈 Результаты Recall@10:
   - Head: 0.1419 (Hits: 5243/36952)
   - Torso: 0.0002 (Hits: 1/4466)
   - Tail: 0.0012 (Hits: 1/858)
==================================================

